dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,address,address-text,description,notes,organisation,tree,tree-preservation-order,tree-preservation-order-tree,tree-species
tree,,7002010028,2022-07-01,,,T13,228,POINT (-1.709476 54.980238),tree,1991/001.T13,1991-01-01,geography,,,Whitebeam,,,,1991/001,,
tree,,7002010029,2022-07-01,,,T14,228,POINT (-1.709354 54.980241),tree,1991/001.T14,1991-01-01,geography,,,Poplar,,,,1991/001,,
tree,,7002010030,2022-07-01,,,T15,228,POINT (-1.709793 54.979930),tree,1991/001.T15,1991-01-01,geography,,,Holly,,,,1991/001,,
tree,,7002010031,2022-07-01,,,T16,228,POINT (-1.709803 54.979899),tree,1991/001.T16,1991-01-01,geography,,,Oak,,,,1991/001,,
tree,,7002010032,2022-07-01,,,T17,228,POINT (-1.709723 54.979895),tree,1991/001.T17,1991-01-01,geography,,,Alder,,,,1991/001,,
tree,,7002010033,2022-07-01,,,T18,228,POINT (-1.709539 54.979886),tree,1991/001.T18,1991-01-01,geography,,,Birch,,,,1991/001,,
tree,,7002010034,2022-07-01,,,T19,228,POINT (-1.709195 54.979983),tree,1991/001.T19,1991-01-01,geography,,,Willow,,,,1991/001,,
tree,,7002010035,2022-07-01,,,T20,228,POINT (-1.708992 54.980080),tree,1991/001.T20,1991-01-01,geography,,,Hawthorn,,,,1991/001,,
tree,,7002010036,2022-07-01,,,T21,228,POINT (-1.708861 54.979896),tree,1991/001.T21,1991-01-01,geography,,,Cherry,,,,1991/001,,
tree,,7002010037,2022-07-01,,,T22,228,POINT (-1.708762 54.979890),tree,1991/001.T22,1991-01-01,geography,,,Robinia,,,,1991/001,,
tree,,7002010038,2022-07-01,,,T23,228,POINT (-1.708824 54.979838),tree,1991/001.T23,1991-01-01,geography,,,Sycamore,,,,1991/001,,
tree,,7002010039,2022-07-01,,,T24,228,POINT (-1.708735 54.979835),tree,1991/001.T24,1991-01-01,geography,,,Whitebeam,,,,1991/001,,
tree,,7002010040,2022-07-01,,,T25,228,POINT (-1.708508 54.979871),tree,1991/001.T25,1991-01-01,geography,,,Holly,,,,1991/001,,
tree,,7002010041,2022-07-01,,,T26,228,POINT (-1.708436 54.979823),tree,1991/001.T26,1991-01-01,geography,,,Oak,,,,1991/001,,
tree,,7002010042,2022-07-01,,,T27,228,POINT (-1.708429 54.979887),tree,1991/001.T27,1991-01-01,geography,,,Holly,,,,1991/001,,
tree,,7002010043,2022-07-01,,,T28,228,POINT (-1.708357 54.979879),tree,1991/001.T28,1991-01-01,geography,,,Holly,,,,1991/001,,
tree,,7002010044,2022-07-01,,,T29,228,POINT (-1.708139 54.980175),tree,1991/001.T29,1991-01-01,geography,,,Maple,,,,1991/001,,
tree,,7002010045,2022-07-01,,,T30,228,POINT (-1.708108 54.980233),tree,1991/001.T30,1991-01-01,geography,,,Lime,,,,1991/001,,
tree,,7002010046,2022-07-01,,,T31,228,POINT (-1.707956 54.980427),tree,1991/001.T31,1991-01-01,geography,,,Whitebeam,,,,1991/001,,
tree,,7002010047,2022-07-01,,,T32,228,POINT (-1.708633 54.980575),tree,1991/001.T32,1991-01-01,geography,,,Cherry,,,,1991/001,,
tree,,7002010048,2022-07-01,,,T1,228,POINT (-1.675737 55.055434),tree,1991/002.T1,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010049,2022-07-01,,,T2,228,POINT (-1.675828 55.055422),tree,1991/002.T2,1991-01-01,geography,,,Sycamore,,,,1991/002,,
tree,,7002010050,2022-07-01,,,T3,228,POINT (-1.675880 55.055416),tree,1991/002.T3,1991-01-01,geography,,,Sycamore,,,,1991/002,,
tree,,7002010051,2022-07-01,,,T4,228,POINT (-1.676015 55.055395),tree,1991/002.T4,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010052,2022-07-01,,,T5,228,POINT (-1.676091 55.055460),tree,1991/002.T5,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010053,2022-07-01,,,T6,228,POINT (-1.676153 55.055454),tree,1991/002.T6,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010054,2022-07-01,,,T7,228,POINT (-1.676197 55.055370),tree,1991/002.T7,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010055,2022-07-01,,,T8,228,POINT (-1.676265 55.055363),tree,1991/002.T8,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010056,2022-07-01,,,T9,228,POINT (-1.676433 55.055360),tree,1991/002.T9,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010057,2022-07-01,,,T10,228,POINT (-1.676491 55.055359),tree,1991/002.T10,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010058,2022-07-01,,,T11,228,POINT (-1.676572 55.055359),tree,1991/002.T11,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010059,2022-07-01,,,T12,228,POINT (-1.676645 55.055357),tree,1991/002.T12,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010060,2022-07-01,,,T13,228,POINT (-1.676863 55.055446),tree,1991/002.T13,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010061,2022-07-01,,,T14,228,POINT (-1.677603 55.055360),tree,1991/002.T14,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010062,2022-07-01,,,T15,228,POINT (-1.677481 55.055080),tree,1991/002.T15,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010063,2022-07-01,,,T16,228,POINT (-1.677396 55.055076),tree,1991/002.T16,1991-01-01,geography,,,Ash,,,,1991/002,,
tree,,7002010064,2022-07-01,,,T1,228,POINT (-1.664843 54.989452),tree,1991/004.T1,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010065,2022-07-01,,,T2,228,POINT (-1.664684 54.989443),tree,1991/004.T2,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010066,2022-07-01,,,T3,228,POINT (-1.664517 54.989435),tree,1991/004.T3,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010067,2022-07-01,,,T4,228,POINT (-1.664392 54.989427),tree,1991/004.T4,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010068,2022-07-01,,,T5,228,POINT (-1.664107 54.989415),tree,1991/004.T5,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010069,2022-07-01,,,T6,228,POINT (-1.663988 54.989408),tree,1991/004.T6,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010070,2022-07-01,,,T7,228,POINT (-1.663832 54.989400),tree,1991/004.T7,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010071,2022-07-01,,,T8,228,POINT (-1.663705 54.989393),tree,1991/004.T8,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010072,2022-07-01,,,T9,228,POINT (-1.663516 54.989384),tree,1991/004.T9,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010073,2022-07-01,,,T10,228,POINT (-1.663365 54.989376),tree,1991/004.T10,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010074,2022-07-01,,,T11,228,POINT (-1.663227 54.989373),tree,1991/004.T11,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010075,2022-07-01,,,T12,228,POINT (-1.663103 54.989373),tree,1991/004.T12,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010076,2022-07-01,,,T13,228,POINT (-1.662793 54.989372),tree,1991/004.T13,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010077,2022-07-01,,,T14,228,POINT (-1.662642 54.989374),tree,1991/004.T14,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010078,2022-07-01,,,T15,228,POINT (-1.662502 54.989378),tree,1991/004.T15,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010079,2022-07-01,,,T16,228,POINT (-1.662360 54.989382),tree,1991/004.T16,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010080,2022-07-01,,,T17,228,POINT (-1.662207 54.989389),tree,1991/004.T17,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010081,2022-07-01,,,T18,228,POINT (-1.662054 54.989396),tree,1991/004.T18,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010082,2022-07-01,,,T19,228,POINT (-1.661960 54.989402),tree,1991/004.T19,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010083,2022-07-01,,,T20,228,POINT (-1.661789 54.989411),tree,1991/004.T20,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010084,2022-07-01,,,T21,228,POINT (-1.661649 54.989419),tree,1991/004.T21,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010085,2022-07-01,,,T22,228,POINT (-1.661527 54.989429),tree,1991/004.T22,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010086,2022-07-01,,,T23,228,POINT (-1.661402 54.989438),tree,1991/004.T23,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010087,2022-07-01,,,T24,228,POINT (-1.661260 54.989449),tree,1991/004.T24,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010088,2022-07-01,,,T25,228,POINT (-1.661128 54.989460),tree,1991/004.T25,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010089,2022-07-01,,,T26,228,POINT (-1.660698 54.989521),tree,1991/004.T26,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010090,2022-07-01,,,T27,228,POINT (-1.660578 54.989532),tree,1991/004.T27,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010091,2022-07-01,,,T28,228,POINT (-1.660431 54.989553),tree,1991/004.T28,1991-01-01,geography,,,Whitebeam,,,,1991/004,,
tree,,7002010092,2022-07-01,,,T2,228,POINT (-1.711785 54.982687),tree,1991/005.T2,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010093,2022-07-01,,,T3,228,POINT (-1.711781 54.982634),tree,1991/005.T3,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010094,2022-07-01,,,T4,228,POINT (-1.711771 54.982534),tree,1991/005.T4,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010095,2022-07-01,,,T5,228,POINT (-1.711767 54.982482),tree,1991/005.T5,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010096,2022-07-01,,,T6,228,POINT (-1.711762 54.982427),tree,1991/005.T6,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010097,2022-07-01,,,T7,228,POINT (-1.711760 54.982376),tree,1991/005.T7,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010098,2022-07-01,,,T8,228,POINT (-1.711756 54.982329),tree,1991/005.T8,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010099,2022-07-01,,,T9,228,POINT (-1.711751 54.982278),tree,1991/005.T9,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010100,2022-07-01,,,T11,228,POINT (-1.711721 54.981506),tree,1991/005.T11,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010101,2022-07-01,,,T12,228,POINT (-1.711719 54.981469),tree,1991/005.T12,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010102,2022-07-01,,,T13,228,POINT (-1.711725 54.981420),tree,1991/005.T13,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010103,2022-07-01,,,T14,228,POINT (-1.711726 54.981374),tree,1991/005.T14,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010104,2022-07-01,,,T15,228,POINT (-1.711727 54.981321),tree,1991/005.T15,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010105,2022-07-01,,,T16,228,POINT (-1.711726 54.981271),tree,1991/005.T16,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010106,2022-07-01,,,T17,228,POINT (-1.711729 54.981212),tree,1991/005.T17,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010107,2022-07-01,,,T18,228,POINT (-1.711729 54.981163),tree,1991/005.T18,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010108,2022-07-01,,,T19,228,POINT (-1.711730 54.981113),tree,1991/005.T19,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010109,2022-07-01,,,T20,228,POINT (-1.711747 54.980515),tree,1991/005.T20,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010110,2022-07-01,,,T21,228,POINT (-1.711752 54.980568),tree,1991/005.T21,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010111,2022-07-01,,,T22,228,POINT (-1.711751 54.980623),tree,1991/005.T22,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010112,2022-07-01,,,T23,228,POINT (-1.711745 54.980672),tree,1991/005.T23,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010113,2022-07-01,,,T24,228,POINT (-1.711740 54.980461),tree,1991/005.T24,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010114,2022-07-01,,,T25,228,POINT (-1.711731 54.980405),tree,1991/005.T25,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010115,2022-07-01,,,T26,228,POINT (-1.711720 54.980344),tree,1991/005.T26,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010116,2022-07-01,,,T27,228,POINT (-1.711714 54.980296),tree,1991/005.T27,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010117,2022-07-01,,,T28,228,POINT (-1.711707 54.980248),tree,1991/005.T28,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010118,2022-07-01,,,T29,228,POINT (-1.711693 54.980162),tree,1991/005.T29,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010119,2022-07-01,,,T30,228,POINT (-1.711669 54.980024),tree,1991/005.T30,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010120,2022-07-01,,,T31,228,POINT (-1.711657 54.979927),tree,1991/005.T31,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010121,2022-07-01,,,T32,228,POINT (-1.711648 54.979870),tree,1991/005.T32,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010122,2022-07-01,,,T33,228,POINT (-1.711640 54.979822),tree,1991/005.T33,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010123,2022-07-01,,,T34,228,POINT (-1.711635 54.979777),tree,1991/005.T34,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010124,2022-07-01,,,T35,228,POINT (-1.711625 54.979727),tree,1991/005.T35,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010125,2022-07-01,,,T36,228,POINT (-1.711619 54.979678),tree,1991/005.T36,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010126,2022-07-01,,,T37,228,POINT (-1.711591 54.979621),tree,1991/005.T37,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010127,2022-07-01,,,T38,228,POINT (-1.711510 54.979590),tree,1991/005.T38,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010128,2022-07-01,,,T39,228,POINT (-1.711417 54.979596),tree,1991/005.T39,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010129,2022-07-01,,,T40,228,POINT (-1.711339 54.979631),tree,1991/005.T40,1991-01-01,geography,,,Lime,,,,1991/005,,
tree,,7002010130,2022-07-01,,,T1,228,POINT (-1.701649 55.029326),tree,1991/007.T1,1991-01-01,geography,,,Beech,,,,1991/007,,
tree,,7002010131,2022-07-01,,,T2,228,POINT (-1.701690 55.029285),tree,1991/007.T2,1991-01-01,geography,,,Hawthorn,,,,1991/007,,
tree,,7002010132,2022-07-01,,,T3,228,POINT (-1.701653 55.029265),tree,1991/007.T3,1991-01-01,geography,,,Apple,,,,1991/007,,
tree,,7002010133,2022-07-01,,,T4,228,POINT (-1.701525 55.029172),tree,1991/007.T4,1991-01-01,geography,,,Willow,,,,1991/007,,
tree,,7002010134,2022-07-01,,,T5,228,POINT (-1.701501 55.029183),tree,1991/007.T5,1991-01-01,geography,,,Willow,,,,1991/007,,
tree,,7002010135,2022-07-01,,,T6,228,POINT (-1.701403 55.029223),tree,1991/007.T6,1991-01-01,geography,,,Picea,,,,1991/007,,
tree,,7002010136,2022-07-01,,,T7,228,POINT (-1.701410 55.029221),tree,1991/007.T7,1991-01-01,geography,,,Cherry,,,,1991/007,,
tree,,7002010137,2022-07-01,,,T8,228,POINT (-1.701243 55.029295),tree,1991/007.T8,1991-01-01,geography,,,Willow,,,,1991/007,,
tree,,7002010138,2022-07-01,,,T9,228,POINT (-1.701189 55.029320),tree,1991/007.T9,1991-01-01,geography,,,Cherry,,,,1991/007,,
tree,,7002010139,2022-07-01,,,T10,228,POINT (-1.701173 55.029343),tree,1991/007.T10,1991-01-01,geography,,,Cedar,,,,1991/007,,
tree,,7002010140,2022-07-01,,,T11,228,POINT (-1.701094 55.029366),tree,1991/007.T11,1991-01-01,geography,,,Malva,,,,1991/007,,
tree,,7002010141,2022-07-01,,,T12,228,POINT (-1.701045 55.029421),tree,1991/007.T12,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010142,2022-07-01,,,T13,228,POINT (-1.701083 55.029457),tree,1991/007.T13,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010143,2022-07-01,,,T14,228,POINT (-1.701131 55.029498),tree,1991/007.T14,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010144,2022-07-01,,,T15,228,POINT (-1.701167 55.029530),tree,1991/007.T15,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010145,2022-07-01,,,T16,228,POINT (-1.701211 55.029566),tree,1991/007.T16,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010146,2022-07-01,,,T17,228,POINT (-1.701251 55.029603),tree,1991/007.T17,1991-01-01,geography,,,Pine,,,,1991/007,,
tree,,7002010147,2022-07-01,,,T18,228,POINT (-1.701514 55.029723),tree,1991/007.T18,1991-01-01,geography,,,Oak,,,,1991/007,,
tree,,7002010148,2022-07-01,,,T19,228,POINT (-1.701911 55.029729),tree,1991/007.T19,1991-01-01,geography,,,Oak,,,,1991/007,,
tree,,7002010149,2022-07-01,,,T20,228,POINT (-1.702201 55.029722),tree,1991/007.T20,1991-01-01,geography,,,Lime,,,,1991/007,,
tree,,7002010150,2022-07-01,,,T21,228,POINT (-1.702142 55.029669),tree,1991/007.T21,1991-01-01,geography,,,Oak,,,,1991/007,,
tree,,7002010151,2022-07-01,,,T22,228,POINT (-1.702053 55.029552),tree,1991/007.T22,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010152,2022-07-01,,,T23,228,POINT (-1.702011 55.029528),tree,1991/007.T23,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010153,2022-07-01,,,T24,228,POINT (-1.701979 55.029532),tree,1991/007.T24,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010154,2022-07-01,,,T25,228,POINT (-1.702016 55.029487),tree,1991/007.T25,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010155,2022-07-01,,,T26,228,POINT (-1.701928 55.029475),tree,1991/007.T26,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010156,2022-07-01,,,T27,228,POINT (-1.701944 55.029466),tree,1991/007.T27,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010157,2022-07-01,,,T28,228,POINT (-1.701844 55.029382),tree,1991/007.T28,1991-01-01,geography,,,Ash,,,,1991/007,,
tree,,7002010158,2022-07-01,,,T1,228,POINT (-1.651248 54.990068),tree,1991/010.T1,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010159,2022-07-01,,,T2,228,POINT (-1.651225 54.990070),tree,1991/010.T2,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010160,2022-07-01,,,T3,228,POINT (-1.651194 54.990069),tree,1991/010.T3,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010161,2022-07-01,,,T4,228,POINT (-1.651227 54.989994),tree,1991/010.T4,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010162,2022-07-01,,,T5,228,POINT (-1.651083 54.990029),tree,1991/010.T5,1991-01-01,geography,,,Pine,,,,1991/010,,
tree,,7002010163,2022-07-01,,,T6,228,POINT (-1.651044 54.990009),tree,1991/010.T6,1991-01-01,geography,,,Pine,,,,1991/010,,
tree,,7002010164,2022-07-01,,,T7,228,POINT (-1.651031 54.990048),tree,1991/010.T7,1991-01-01,geography,,,Pine,,,,1991/010,,
tree,,7002010165,2022-07-01,,,T8,228,POINT (-1.650931 54.989988),tree,1991/010.T8,1991-01-01,geography,,,Pine,,,,1991/010,,
tree,,7002010166,2022-07-01,,,T9,228,POINT (-1.650917 54.989970),tree,1991/010.T9,1991-01-01,geography,,,Pine,,,,1991/010,,
tree,,7002010167,2022-07-01,,,T10,228,POINT (-1.650870 54.990043),tree,1991/010.T10,1991-01-01,geography,,,Lime,,,,1991/010,,
tree,,7002010168,2022-07-01,,,T11,228,POINT (-1.650803 54.989981),tree,1991/010.T11,1991-01-01,geography,,,Lime,,,,1991/010,,
tree,,7002010169,2022-07-01,,,T12,228,POINT (-1.650742 54.989929),tree,1991/010.T12,1991-01-01,geography,,,Cherry FELLED,,,,1991/010,,
tree,,7002010170,2022-07-01,,,T13,228,POINT (-1.650672 54.989890),tree,1991/010.T13,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010171,2022-07-01,,,T14,228,POINT (-1.650779 54.989767),tree,1991/010.T14,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010172,2022-07-01,,,T15,228,POINT (-1.650804 54.989767),tree,1991/010.T15,1991-01-01,geography,,,Sycamore,,,,1991/010,,
tree,,7002010173,2022-07-01,,,T15,228,POINT (-1.615976 55.000235),tree,2004/005.T15,2004-09-09,geography,,,Sycamore,,,,2004/005,,
tree,,7002010174,2022-07-01,,,T16,228,POINT (-1.650919 54.989754),tree,1991/010.T16,1991-01-01,geography,,,Cherry,,,,1991/010,,
tree,,7002010175,2022-07-01,,,T1,228,POINT (-1.598740 54.995938),tree,1991/011.T1,1991-01-01,geography,,,Pear,,,,1991/011,,
tree,,7002010176,2022-07-01,,,T2,228,POINT (-1.598565 54.995742),tree,1991/011.T2,1991-01-01,geography,,,Holly,,,,1991/011,,
tree,,7002010177,2022-07-01,,,T3,228,POINT (-1.598596 54.995733),tree,1991/011.T3,1991-01-01,geography,,,Yew,,,,1991/011,,
tree,,7002010178,2022-07-01,,,T4,228,POINT (-1.598550 54.995723),tree,1991/011.T4,1991-01-01,geography,,,Holly,,,,1991/011,,
tree,,7002010179,2022-07-01,,,T5,228,POINT (-1.598548 54.995677),tree,1991/011.T5,1991-01-01,geography,,,Laburnum,,,,1991/011,,
tree,,7002010180,2022-07-01,,,T6,228,POINT (-1.598526 54.995664),tree,1991/011.T6,1991-01-01,geography,,,Yew,,,,1991/011,,
tree,,7002010181,2022-07-01,,,T7,228,POINT (-1.598502 54.995657),tree,1991/011.T7,1991-01-01,geography,,,Elm,,,,1991/011,,
tree,,7002010182,2022-07-01,,,T8,228,POINT (-1.598570 54.995652),tree,1991/011.T8,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010183,2022-07-01,,,T9,228,POINT (-1.598763 54.995720),tree,1991/011.T9,1991-01-01,geography,,,Laburnum,,,,1991/011,,
tree,,7002010184,2022-07-01,,,T10,228,POINT (-1.598817 54.995693),tree,1991/011.T10,1991-01-01,geography,,,Laburnum,,,,1991/011,,
tree,,7002010185,2022-07-01,,,T11,228,POINT (-1.598799 54.995630),tree,1991/011.T11,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010186,2022-07-01,,,T12,228,POINT (-1.598985 54.995620),tree,1991/011.T12,1991-01-01,geography,,,Elm,,,,1991/011,,
tree,,7002010187,2022-07-01,,,T13,228,POINT (-1.599024 54.995610),tree,1991/011.T13,1991-01-01,geography,,,Lime,,,,1991/011,,
tree,,7002010188,2022-07-01,,,T14,228,POINT (-1.599065 54.995606),tree,1991/011.T14,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010189,2022-07-01,,,T15,228,POINT (-1.599125 54.995659),tree,1991/011.T15,1991-01-01,geography,,,Cherry,,,,1991/011,,
tree,,7002010190,2022-07-01,,,T16,228,POINT (-1.599261 54.995588),tree,1991/011.T16,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010191,2022-07-01,,,T17,228,POINT (-1.599329 54.995586),tree,1991/011.T17,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010192,2022-07-01,,,T18,228,POINT (-1.599630 54.995680),tree,1991/011.T18,1991-01-01,geography,,,Cotoneaster,,,,1991/011,,
tree,,7002010193,2022-07-01,,,T19,228,POINT (-1.599462 54.995968),tree,1991/011.T19,1991-01-01,geography,,,Yew,,,,1991/011,,
tree,,7002010194,2022-07-01,,,T20,228,POINT (-1.599452 54.995970),tree,1991/011.T20,1991-01-01,geography,,,Lime,,,,1991/011,,
tree,,7002010195,2022-07-01,,,T21,228,POINT (-1.599403 54.995983),tree,1991/011.T21,1991-01-01,geography,,,Elm,,,,1991/011,,
tree,,7002010196,2022-07-01,,,T22,228,POINT (-1.599313 54.996001),tree,1991/011.T22,1991-01-01,geography,,,Yew,,,,1991/011,,
tree,,7002010197,2022-07-01,,,T23,228,POINT (-1.599634 54.995973),tree,1991/011.T23,1991-01-01,geography,,,Yew,,,,1991/011,,
tree,,7002010198,2022-07-01,,,T24,228,POINT (-1.599678 54.996121),tree,1991/011.T24,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010199,2022-07-01,,,T25,228,POINT (-1.598975 54.996351),tree,1991/011.T25,1991-01-01,geography,,,Sycamore,,,,1991/011,,
tree,,7002010200,2022-07-01,,,T26,228,POINT (-1.598995 54.996345),tree,1991/011.T26,1991-01-01,geography,,,Elm,,,,1991/011,,
tree,,7002010201,2022-07-01,,,T27,228,POINT (-1.599015 54.996298),tree,1991/011.T27,1991-01-01,geography,,,Holly,,,,1991/011,,
tree,,7002010202,2022-07-01,,,T28,228,POINT (-1.598948 54.996311),tree,1991/011.T28,1991-01-01,geography,,,Beech,,,,1991/011,,
tree,,7002010203,2022-07-01,,,T29,228,POINT (-1.598924 54.996275),tree,1991/011.T29,1991-01-01,geography,,,Cherry,,,,1991/011,,
tree,,7002010204,2022-07-01,,,T30,228,POINT (-1.598928 54.996242),tree,1991/011.T30,1991-01-01,geography,,,Cypress,,,,1991/011,,
tree,,7002010205,2022-07-01,,,T31,228,POINT (-1.598939 54.996223),tree,1991/011.T31,1991-01-01,geography,,,Spruce,,,,1991/011,,
tree,,7002010206,2022-07-01,,,T32,228,POINT (-1.598862 54.996192),tree,1991/011.T32,1991-01-01,geography,,,Holly,,,,1991/011,,
tree,,7002010207,2022-07-01,,,T33,228,POINT (-1.598833 54.996163),tree,1991/011.T33,1991-01-01,geography,,,Beech,,,,1991/011,,
tree,,7002010208,2022-07-01,,,T34,228,POINT (-1.598863 54.996136),tree,1991/011.T34,1991-01-01,geography,,,Cedar,,,,1991/011,,
tree,,7002010209,2022-07-01,,,T35,228,POINT (-1.598958 54.996124),tree,1991/011.T35,1991-01-01,geography,,,Cypress,,,,1991/011,,
tree,,7002010210,2022-07-01,,,T36,228,POINT (-1.598794 54.996062),tree,1991/011.T36,1991-01-01,geography,,,Yew,,,,1991/011,,
